    Pol-Flux             x               r               R                R+r              Te                ne               Ti             Zeff           omega-tor            Er               ni             nimp              nf               Tf
 3.71093750e-001  7.82499002e-002  1.15438261e+001  1.00000000e+002  1.11543826e+002  2.00000000e+003  1.06864815e+014  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.06864815e+014  0.00000000e+000  1.06864815e+008  4.00000000e+003
 3.75000000e-001  7.86606636e-002  1.16091121e+001  1.00000000e+002  1.11609112e+002  2.00000000e+003  1.04396535e+014  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.04396535e+014  0.00000000e+000  1.04396535e+008  4.00000000e+003
 3.78906250e-001  7.90692932e-002  1.16741247e+001  1.00000000e+002  1.11674125e+002  2.00000000e+003  1.01962561e+014  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.01962561e+014  0.00000000e+000  1.01962561e+008  4.00000000e+003
 3.82812500e-001  7.94758218e-002  1.17388682e+001  1.00000000e+002  1.11738868e+002  2.00000000e+003  9.95640024e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  9.95640024e+013  0.00000000e+000  9.95640024e+007  4.00000000e+003
 3.86718750e-001  7.98802815e-002  1.18033470e+001  1.00000000e+002  1.11803347e+002  2.00000000e+003  9.72018801e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  9.72018801e+013  0.00000000e+000  9.72018801e+007  4.00000000e+003
 3.90625000e-001  8.02827036e-002  1.18675650e+001  1.00000000e+002  1.11867565e+002  2.00000000e+003  9.48771309e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  9.48771309e+013  0.00000000e+000  9.48771309e+007  4.00000000e+003
 3.94531250e-001  8.06831186e-002  1.19315265e+001  1.00000000e+002  1.11931526e+002  2.00000000e+003  9.25906058e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  9.25906058e+013  0.00000000e+000  9.25906058e+007  4.00000000e+003
 3.98437500e-001  8.10815562e-002  1.19952353e+001  1.00000000e+002  1.11995235e+002  2.00000000e+003  9.03430707e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  9.03430707e+013  0.00000000e+000  9.03430707e+007  4.00000000e+003
 4.02343750e-001  8.14780454e-002  1.20586952e+001  1.00000000e+002  1.12058695e+002  2.00000000e+003  8.81352072e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  8.81352072e+013  0.00000000e+000  8.81352072e+007  4.00000000e+003
 4.06250000e-001  8.18726145e-002  1.21219101e+001  1.00000000e+002  1.12121910e+002  2.00000000e+003  8.59676135e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  8.59676135e+013  0.00000000e+000  8.59676135e+007  4.00000000e+003
 4.10156250e-001  8.22652911e-002  1.21848835e+001  1.00000000e+002  1.12184884e+002  2.00000000e+003  8.38408061e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  8.38408061e+013  0.00000000e+000  8.38408061e+007  4.00000000e+003
 4.14062500e-001  8.26561023e-002  1.22476191e+001  1.00000000e+002  1.12247619e+002  2.00000000e+003  8.17552211e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  8.17552211e+013  0.00000000e+000  8.17552211e+007  4.00000000e+003
 4.17968750e-001  8.30450744e-002  1.23101203e+001  1.00000000e+002  1.12310120e+002  2.00000000e+003  7.97112161e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  7.97112161e+013  0.00000000e+000  7.97112161e+007  4.00000000e+003
 4.21875000e-001  8.34322330e-002  1.23723905e+001  1.00000000e+002  1.12372390e+002  2.00000000e+003  7.77090726e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  7.77090726e+013  0.00000000e+000  7.77090726e+007  4.00000000e+003
 4.25781250e-001  8.38176033e-002  1.24344330e+001  1.00000000e+002  1.12434433e+002  2.00000000e+003  7.57489981e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  7.57489981e+013  0.00000000e+000  7.57489981e+007  4.00000000e+003
 4.29687500e-001  8.42012099e-002  1.24962510e+001  1.00000000e+002  1.12496251e+002  2.00000000e+003  7.38311287e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  7.38311287e+013  0.00000000e+000  7.38311287e+007  4.00000000e+003
 4.33593750e-001  8.45830768e-002  1.25578478e+001  1.00000000e+002  1.12557848e+002  2.00000000e+003  7.19555316e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  7.19555316e+013  0.00000000e+000  7.19555316e+007  4.00000000e+003
 4.37500000e-001  8.49632273e-002  1.26192263e+001  1.00000000e+002  1.12619226e+002  2.00000000e+003  7.01222080e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  7.01222080e+013  0.00000000e+000  7.01222080e+007  4.00000000e+003
 4.41406250e-001  8.53416846e-002  1.26803897e+001  1.00000000e+002  1.12680390e+002  2.00000000e+003  6.83310962e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  6.83310962e+013  0.00000000e+000  6.83310962e+007  4.00000000e+003
 4.45312500e-001  8.57184709e-002  1.27413408e+001  1.00000000e+002  1.12741341e+002  2.00000000e+003  6.65820743e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  6.65820743e+013  0.00000000e+000  6.65820743e+007  4.00000000e+003
 4.49218750e-001  8.60936082e-002  1.28020825e+001  1.00000000e+002  1.12802083e+002  2.00000000e+003  6.48749633e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  6.48749633e+013  0.00000000e+000  6.48749633e+007  4.00000000e+003
 4.53125000e-001  8.64671180e-002  1.28626177e+001  1.00000000e+002  1.12862618e+002  2.00000000e+003  6.32095304e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  6.32095304e+013  0.00000000e+000  6.32095304e+007  4.00000000e+003
 4.57031250e-001  8.68390213e-002  1.29229491e+001  1.00000000e+002  1.12922949e+002  2.00000000e+003  6.15854919e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  6.15854919e+013  0.00000000e+000  6.15854919e+007  4.00000000e+003
 4.60937500e-001  8.72093387e-002  1.29830793e+001  1.00000000e+002  1.12983079e+002  2.00000000e+003  6.00025166e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  6.00025166e+013  0.00000000e+000  6.00025166e+007  4.00000000e+003
 4.64843750e-001  8.75780902e-002  1.30430111e+001  1.00000000e+002  1.13043011e+002  2.00000000e+003  5.84602285e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  5.84602285e+013  0.00000000e+000  5.84602285e+007  4.00000000e+003
 4.68750000e-001  8.79452955e-002  1.31027469e+001  1.00000000e+002  1.13102747e+002  2.00000000e+003  5.69582105e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  5.69582105e+013  0.00000000e+000  5.69582105e+007  4.00000000e+003
 4.72656250e-001  8.83109740e-002  1.31622893e+001  1.00000000e+002  1.13162289e+002  2.00000000e+003  5.54960070e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  5.54960070e+013  0.00000000e+000  5.54960070e+007  4.00000000e+003
 4.76562500e-001  8.86751445e-002  1.32216409e+001  1.00000000e+002  1.13221641e+002  2.00000000e+003  5.40731271e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  5.40731271e+013  0.00000000e+000  5.40731271e+007  4.00000000e+003
 4.80468750e-001  8.90378255e-002  1.32808039e+001  1.00000000e+002  1.13280804e+002  2.00000000e+003  5.26890478e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  5.26890478e+013  0.00000000e+000  5.26890478e+007  4.00000000e+003
 4.84375000e-001  8.93990352e-002  1.33397807e+001  1.00000000e+002  1.13339781e+002  2.00000000e+003  5.13432163e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  5.13432163e+013  0.00000000e+000  5.13432163e+007  4.00000000e+003
 4.88281250e-001  8.97587914e-002  1.33985737e+001  1.00000000e+002  1.13398574e+002  2.00000000e+003  5.00350535e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  5.00350535e+013  0.00000000e+000  5.00350535e+007  4.00000000e+003
 4.92187500e-001  9.01171113e-002  1.34571851e+001  1.00000000e+002  1.13457185e+002  2.00000000e+003  4.87639561e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  4.87639561e+013  0.00000000e+000  4.87639561e+007  4.00000000e+003
 4.96093750e-001  9.04740122e-002  1.35156171e+001  1.00000000e+002  1.13515617e+002  2.00000000e+003  4.75292998e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  4.75292998e+013  0.00000000e+000  4.75292998e+007  4.00000000e+003
 5.00000000e-001  9.08295106e-002  1.35738720e+001  1.00000000e+002  1.13573872e+002  2.00000000e+003  4.63304415e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  4.63304415e+013  0.00000000e+000  4.63304415e+007  4.00000000e+003
 5.03906250e-001  9.11836231e-002  1.36319517e+001  1.00000000e+002  1.13631952e+002  2.00000000e+003  4.51667219e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  4.51667219e+013  0.00000000e+000  4.51667219e+007  4.00000000e+003
 5.07812500e-001  9.15363657e-002  1.36898585e+001  1.00000000e+002  1.13689859e+002  2.00000000e+003  4.40374675e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  4.40374675e+013  0.00000000e+000  4.40374675e+007  4.00000000e+003
 5.11718750e-001  9.18877542e-002  1.37475944e+001  1.00000000e+002  1.13747594e+002  2.00000000e+003  4.29419933e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  4.29419933e+013  0.00000000e+000  4.29419933e+007  4.00000000e+003
 5.15625000e-001  9.22378041e-002  1.38051613e+001  1.00000000e+002  1.13805161e+002  2.00000000e+003  4.18796045e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  4.18796045e+013  0.00000000e+000  4.18796045e+007  4.00000000e+003
 5.19531250e-001  9.25865305e-002  1.38625612e+001  1.00000000e+002  1.13862561e+002  2.00000000e+003  4.08495990e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  4.08495990e+013  0.00000000e+000  4.08495990e+007  4.00000000e+003
 5.23437500e-001  9.29339483e-002  1.39197961e+001  1.00000000e+002  1.13919796e+002  2.00000000e+003  3.98512685e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  3.98512685e+013  0.00000000e+000  3.98512685e+007  4.00000000e+003
 5.27343750e-001  9.32800722e-002  1.39768678e+001  1.00000000e+002  1.13976868e+002  2.00000000e+003  3.88839010e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  3.88839010e+013  0.00000000e+000  3.88839010e+007  4.00000000e+003
 5.31250000e-001  9.36249166e-002  1.40337782e+001  1.00000000e+002  1.14033778e+002  2.00000000e+003  3.79467823e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  3.79467823e+013  0.00000000e+000  3.79467823e+007  4.00000000e+003
 5.35156250e-001  9.39684954e-002  1.40905291e+001  1.00000000e+002  1.14090529e+002  2.00000000e+003  3.70391971e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  3.70391971e+013  0.00000000e+000  3.70391971e+007  4.00000000e+003
 5.39062500e-001  9.43108225e-002  1.41471223e+001  1.00000000e+002  1.14147122e+002  2.00000000e+003  3.61604313e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  3.61604313e+013  0.00000000e+000  3.61604313e+007  4.00000000e+003
 5.42968750e-001  9.46519116e-002  1.42035595e+001  1.00000000e+002  1.14203559e+002  2.00000000e+003  3.53097724e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  3.53097724e+013  0.00000000e+000  3.53097724e+007  4.00000000e+003
 5.46875000e-001  9.49917760e-002  1.42598424e+001  1.00000000e+002  1.14259842e+002  2.00000000e+003  3.44865116e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  3.44865116e+013  0.00000000e+000  3.44865116e+007  4.00000000e+003
 5.50781250e-001  9.53304286e-002  1.43159728e+001  1.00000000e+002  1.14315973e+002  2.00000000e+003  3.36899442e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  3.36899442e+013  0.00000000e+000  3.36899442e+007  4.00000000e+003
 5.54687500e-001  9.56678825e-002  1.43719522e+001  1.00000000e+002  1.14371952e+002  2.00000000e+003  3.29193714e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  3.29193714e+013  0.00000000e+000  3.29193714e+007  4.00000000e+003
 5.58593750e-001  9.60041503e-002  1.44277824e+001  1.00000000e+002  1.14427782e+002  2.00000000e+003  3.21741007e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  3.21741007e+013  0.00000000e+000  3.21741007e+007  4.00000000e+003
 5.62500000e-001  9.63392443e-002  1.44834648e+001  1.00000000e+002  1.14483465e+002  2.00000000e+003  3.14534470e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  3.14534470e+013  0.00000000e+000  3.14534470e+007  4.00000000e+003
 5.66406250e-001  9.66731769e-002  1.45390010e+001  1.00000000e+002  1.14539001e+002  2.00000000e+003  3.07567335e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  3.07567335e+013  0.00000000e+000  3.07567335e+007  4.00000000e+003
 5.70312500e-001  9.70059599e-002  1.45943927e+001  1.00000000e+002  1.14594393e+002  2.00000000e+003  3.00832921e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  3.00832921e+013  0.00000000e+000  3.00832921e+007  4.00000000e+003
 5.74218750e-001  9.73376051e-002  1.46496412e+001  1.00000000e+002  1.14649641e+002  2.00000000e+003  2.94324644e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  2.94324644e+013  0.00000000e+000  2.94324644e+007  4.00000000e+003
 5.78125000e-001  9.76681243e-002  1.47047481e+001  1.00000000e+002  1.14704748e+002  2.00000000e+003  2.88036021e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  2.88036021e+013  0.00000000e+000  2.88036021e+007  4.00000000e+003
 5.82031250e-001  9.79975287e-002  1.47597149e+001  1.00000000e+002  1.14759715e+002  2.00000000e+003  2.81960676e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  2.81960676e+013  0.00000000e+000  2.81960676e+007  4.00000000e+003
 5.85937500e-001  9.83258295e-002  1.48145428e+001  1.00000000e+002  1.14814543e+002  2.00000000e+003  2.76092342e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  2.76092342e+013  0.00000000e+000  2.76092342e+007  4.00000000e+003
 5.89843750e-001  9.86530378e-002  1.48692335e+001  1.00000000e+002  1.14869233e+002  2.00000000e+003  2.70424868e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  2.70424868e+013  0.00000000e+000  2.70424868e+007  4.00000000e+003
 5.93750000e-001  9.89791645e-002  1.49237881e+001  1.00000000e+002  1.14923788e+002  2.00000000e+003  2.64952222e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  2.64952222e+013  0.00000000e+000  2.64952222e+007  4.00000000e+003
 5.97656250e-001  9.93042201e-002  1.49782082e+001  1.00000000e+002  1.14978208e+002  2.00000000e+003  2.59668489e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  2.59668489e+013  0.00000000e+000  2.59668489e+007  4.00000000e+003
 6.01562500e-001  9.96282151e-002  1.50324949e+001  1.00000000e+002  1.15032495e+002  2.00000000e+003  2.54567881e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  2.54567881e+013  0.00000000e+000  2.54567881e+007  4.00000000e+003
 6.05468750e-001  9.99511599e-002  1.50866497e+001  1.00000000e+002  1.15086650e+002  2.00000000e+003  2.49644731e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  2.49644731e+013  0.00000000e+000  2.49644731e+007  4.00000000e+003
 6.09375000e-001  1.00273065e-001  1.51406738e+001  1.00000000e+002  1.15140674e+002  2.00000000e+003  2.44893500e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  2.44893500e+013  0.00000000e+000  2.44893500e+007  4.00000000e+003
 6.13281250e-001  1.00593939e-001  1.51945684e+001  1.00000000e+002  1.15194568e+002  2.00000000e+003  2.40308777e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  2.40308777e+013  0.00000000e+000  2.40308777e+007  4.00000000e+003
 6.17187500e-001  1.00913794e-001  1.52483349e+001  1.00000000e+002  1.15248335e+002  2.00000000e+003  2.35885275e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  2.35885275e+013  0.00000000e+000  2.35885275e+007  4.00000000e+003
 6.21093750e-001  1.01232637e-001  1.53019744e+001  1.00000000e+002  1.15301974e+002  2.00000000e+003  2.31617838e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  2.31617838e+013  0.00000000e+000  2.31617838e+007  4.00000000e+003
 6.25000000e-001  1.01550480e-001  1.53554881e+001  1.00000000e+002  1.15355488e+002  2.00000000e+003  2.27501436e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  2.27501436e+013  0.00000000e+000  2.27501436e+007  4.00000000e+003
 6.28906250e-001  1.01867331e-001  1.54088773e+001  1.00000000e+002  1.15408877e+002  2.00000000e+003  2.23531167e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  2.23531167e+013  0.00000000e+000  2.23531167e+007  4.00000000e+003
 6.32812500e-001  1.02183199e-001  1.54621431e+001  1.00000000e+002  1.15462143e+002  2.00000000e+003  2.19702256e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  2.19702256e+013  0.00000000e+000  2.19702256e+007  4.00000000e+003
 6.36718750e-001  1.02498094e-001  1.55152866e+001  1.00000000e+002  1.15515287e+002  2.00000000e+003  2.16010054e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  2.16010054e+013  0.00000000e+000  2.16010054e+007  4.00000000e+003
 6.40625000e-001  1.02812025e-001  1.55683089e+001  1.00000000e+002  1.15568309e+002  2.00000000e+003  2.12450035e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  2.12450035e+013  0.00000000e+000  2.12450035e+007  4.00000000e+003
 6.44531250e-001  1.03125000e-001  1.56212112e+001  1.00000000e+002  1.15621211e+002  2.00000000e+003  2.09017801e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  2.09017801e+013  0.00000000e+000  2.09017801e+007  4.00000000e+003
 6.48437500e-001  1.03437028e-001  1.56739946e+001  1.00000000e+002  1.15673995e+002  2.00000000e+003  2.05709071e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  2.05709071e+013  0.00000000e+000  2.05709071e+007  4.00000000e+003
 6.52343750e-001  1.03748117e-001  1.57266601e+001  1.00000000e+002  1.15726660e+002  2.00000000e+003  2.02519688e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  2.02519688e+013  0.00000000e+000  2.02519688e+007  4.00000000e+003
 6.56250000e-001  1.04058277e-001  1.57792088e+001  1.00000000e+002  1.15779209e+002  2.00000000e+003  1.99445613e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.99445613e+013  0.00000000e+000  1.99445613e+007  4.00000000e+003
 6.60156250e-001  1.04367515e-001  1.58316417e+001  1.00000000e+002  1.15831642e+002  2.00000000e+003  1.96482924e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.96482924e+013  0.00000000e+000  1.96482924e+007  4.00000000e+003
 6.64062500e-001  1.04675839e-001  1.58839598e+001  1.00000000e+002  1.15883960e+002  2.00000000e+003  1.93627816e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.93627816e+013  0.00000000e+000  1.93627816e+007  4.00000000e+003
 6.67968750e-001  1.04983258e-001  1.59361642e+001  1.00000000e+002  1.15936164e+002  2.00000000e+003  1.90876594e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.90876594e+013  0.00000000e+000  1.90876594e+007  4.00000000e+003
 6.71875000e-001  1.05289779e-001  1.59882558e+001  1.00000000e+002  1.15988256e+002  2.00000000e+003  1.88225677e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.88225677e+013  0.00000000e+000  1.88225677e+007  4.00000000e+003
 6.75781250e-001  1.05595410e-001  1.60402357e+001  1.00000000e+002  1.16040236e+002  2.00000000e+003  1.85671592e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.85671592e+013  0.00000000e+000  1.85671592e+007  4.00000000e+003
 6.79687500e-001  1.05900159e-001  1.60921047e+001  1.00000000e+002  1.16092105e+002  2.00000000e+003  1.83210971e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.83210971e+013  0.00000000e+000  1.83210971e+007  4.00000000e+003
 6.83593750e-001  1.06204034e-001  1.61438639e+001  1.00000000e+002  1.16143864e+002  2.00000000e+003  1.80840553e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.80840553e+013  0.00000000e+000  1.80840553e+007  4.00000000e+003
 6.87500000e-001  1.06507042e-001  1.61955141e+001  1.00000000e+002  1.16195514e+002  2.00000000e+003  1.78557178e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.78557178e+013  0.00000000e+000  1.78557178e+007  4.00000000e+003
 6.91406250e-001  1.06809190e-001  1.62470563e+001  1.00000000e+002  1.16247056e+002  2.00000000e+003  1.76357786e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.76357786e+013  0.00000000e+000  1.76357786e+007  4.00000000e+003
 6.95312500e-001  1.07110486e-001  1.62984914e+001  1.00000000e+002  1.16298491e+002  2.00000000e+003  1.74239414e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.74239414e+013  0.00000000e+000  1.74239414e+007  4.00000000e+003
 6.99218750e-001  1.07410937e-001  1.63498202e+001  1.00000000e+002  1.16349820e+002  2.00000000e+003  1.72199196e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.72199196e+013  0.00000000e+000  1.72199196e+007  4.00000000e+003
 7.03125000e-001  1.07710550e-001  1.64010437e+001  1.00000000e+002  1.16401044e+002  2.00000000e+003  1.70234356e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.70234356e+013  0.00000000e+000  1.70234356e+007  4.00000000e+003
 7.07031250e-001  1.08009331e-001  1.64521628e+001  1.00000000e+002  1.16452163e+002  2.00000000e+003  1.68342211e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.68342211e+013  0.00000000e+000  1.68342211e+007  4.00000000e+003
 7.10937500e-001  1.08307289e-001  1.65031781e+001  1.00000000e+002  1.16503178e+002  2.00000000e+003  1.66520164e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.66520164e+013  0.00000000e+000  1.66520164e+007  4.00000000e+003
 7.14843750e-001  1.08604428e-001  1.65540907e+001  1.00000000e+002  1.16554091e+002  2.00000000e+003  1.64765706e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.64765706e+013  0.00000000e+000  1.64765706e+007  4.00000000e+003
 7.18750000e-001  1.08900758e-001  1.66049013e+001  1.00000000e+002  1.16604901e+002  2.00000000e+003  1.63076409e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.63076409e+013  0.00000000e+000  1.63076409e+007  4.00000000e+003
 7.22656250e-001  1.09196283e-001  1.66556108e+001  1.00000000e+002  1.16655611e+002  2.00000000e+003  1.61449929e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.61449929e+013  0.00000000e+000  1.61449929e+007  4.00000000e+003
 7.26562500e-001  1.09491010e-001  1.67062199e+001  1.00000000e+002  1.16706220e+002  2.00000000e+003  1.59883997e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.59883997e+013  0.00000000e+000  1.59883997e+007  4.00000000e+003
 7.30468750e-001  1.09784946e-001  1.67567294e+001  1.00000000e+002  1.16756729e+002  2.00000000e+003  1.58376425e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.58376425e+013  0.00000000e+000  1.58376425e+007  4.00000000e+003
 7.34375000e-001  1.10078097e-001  1.68071402e+001  1.00000000e+002  1.16807140e+002  2.00000000e+003  1.56925097e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.56925097e+013  0.00000000e+000  1.56925097e+007  4.00000000e+003
 7.38281250e-001  1.10370470e-001  1.68574529e+001  1.00000000e+002  1.16857453e+002  2.00000000e+003  1.55527969e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.55527969e+013  0.00000000e+000  1.55527969e+007  4.00000000e+003
 7.42187500e-001  1.10662070e-001  1.69076685e+001  1.00000000e+002  1.16907668e+002  2.00000000e+003  1.54183069e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.54183069e+013  0.00000000e+000  1.54183069e+007  4.00000000e+003
 7.46093750e-001  1.10952904e-001  1.69577875e+001  1.00000000e+002  1.16957787e+002  2.00000000e+003  1.52888490e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.52888490e+013  0.00000000e+000  1.52888490e+007  4.00000000e+003
 7.50000000e-001  1.11242977e-001  1.70078107e+001  1.00000000e+002  1.17007811e+002  2.00000000e+003  1.51642395e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.51642395e+013  0.00000000e+000  1.51642395e+007  4.00000000e+003
 7.53906250e-001  1.11532296e-001  1.70577389e+001  1.00000000e+002  1.17057739e+002  2.00000000e+003  1.50443007e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.50443007e+013  0.00000000e+000  1.50443007e+007  4.00000000e+003
 7.57812500e-001  1.11820867e-001  1.71075728e+001  1.00000000e+002  1.17107573e+002  2.00000000e+003  1.49288614e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.49288614e+013  0.00000000e+000  1.49288614e+007  4.00000000e+003
 7.61718750e-001  1.12108694e-001  1.71573131e+001  1.00000000e+002  1.17157313e+002  2.00000000e+003  1.48177563e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.48177563e+013  0.00000000e+000  1.48177563e+007  4.00000000e+003
 7.65625000e-001  1.12395785e-001  1.72069604e+001  1.00000000e+002  1.17206960e+002  2.00000000e+003  1.47108258e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.47108258e+013  0.00000000e+000  1.47108258e+007  4.00000000e+003
